id,description,en,si,ta
v2.field.address.urbanOrRural.label,Label for selecting between urban or rural,Urban or Rural,නගරේ හෝ පිහිටියේ,நகர் அல்லது ஊர்
v2.field.address.village.label,Label for village in address,Village,ගමය,கிராமம்
v2.field.address.zipCode.label,Label for ZIP code in address,ZIP Code,සිංහල අක්ෂර අංකය,சிப் குறியீடு
v2.file.upload.fileSize.error,Error message when the selected file is too large,File size must be less than {maxSize}mb,ගොනුවේ ප්‍රමාණය {maxSize}mb ට වඩා අඩුවිය යුතුය,கோப்பு அளவு {maxSize}mb க்கும் குறைவாக இருக்க வேண்டும்
v2.file.upload.fileType.error,Error message when the selected file type is not supported,File format not supported. Please attach {types} (max {maxSize}mb),ගොනු ආදාන නොවේ. කරුණාකර {types} (උපරිම {maxSize}mb) අමුන්ගේම අදහසක් ඇතුළත් කරන්න.,கோப்பு வடிவம் ஆதரிக்கப்படவில்லை. தயவுசெய்து {types} இணைக்கவும் ({maxSize}mb வரை)
v2.form.birth.child.title,Form section title for Child,Child's details,දරුවාගේ විස්තරයන්,குழந்தையின் விவரங்கள்
v2.form.field.label.No,Label for form field radio option No,No,නෑ,இல்லை
v2.form.field.label.Yes,Label for form field radio option Yes,Yes,ඔව්,ஆம்
v2.form.field.label.attendantAtBirthLayperson,Label for layperson attendant,Layperson,අධ්‍යාපනයේ අධ්‍යාපනිකයා,அரசியல் அல்லது சட்டத்தில் அனுபவம் இல்லாத ஒருவர்
v2.form.field.label.attendantAtBirthMidwife,Label for midwife attendant,Midwife,මිඩ්වයිෆ්,மகப்பேறு செய்பவர்
v2.form.field.label.attendantAtBirthNone,Label for no attendant,None,කිසිවක් නොවේ,எதுவும்
v2.form.field.label.attendantAtBirthNurse,Label for nurse attendant,Nurse,නර්ස්,மருத்துவமனையில் வேலை செய்யும் வேலையாளர்
v2.form.field.label.attendantAtBirthOtherParamedicalPersonnel,Label for other paramedical personnel,Other paramedical personnel,වෙනත් පැරම්ඇල් පුද්ගලනයක්,பிற பெரியவர்கள் சேவையாளர்கள்
v2.form.field.label.attendantAtBirthPhysician,Label for physician attendant,Physician,වෛරස්කාරයා,மருத்துவர்
v2.form.field.label.attendantAtBirthTraditionalBirthAttendant,Label for traditional birth attendant,Traditional birth attendant,පැරණි උපත් උපුටාදායකයා,பாரம்பரிய பிறவிப் பரிசுப் பணியாளர்
v2.form.field.label.birthTypeHigherMultipleDelivery,Label for higher multiple delivery birth,Higher multiple delivery,උසස් බහුල නිවේදනය,உயர் பல விநியோகம்
v2.form.field.label.birthTypeQuadruplet,Label for quadruplet birth,Quadruplet,චක්‍රව්පල්ට්,நான்குப்பேர்
v2.form.field.label.birthTypeSingle,Label for single birth,Single,එක් දිගටම නියමිතයි,தனிமை
v2.form.field.label.birthTypeTriplet,Label for triplet birth,Triplet,තුන්ක්ලිට්,மூவர்
v2.form.field.label.birthTypeTwin,Label for twin birth,Twin,ද්විත්වය,இரட்டை
v2.form.field.label.documentTypeBirthCertificate,Option for form field: Type of ID,Birth Certificate,උපන්දින සහතිකය,பிறப்பு சான்றிதழ்
v2.form.field.label.documentTypeOther,Option for form field: Type of ID,Other,අමතර,மற்றொரு
v2.form.field.label.educationAttainmentISCED1,Option for form field: ISCED1 education,Primary,ප්‍රථිප්තිය,முதன்மை
v2.form.field.label.educationAttainmentISCED4,Option for form field: ISCED4 education,Secondary,දෙවන සංවාදය,இரண்டாவது
v2.form.field.label.educationAttainmentISCED5,Option for form field: ISCED5 education,Tertiary,තොරියාර්යයා,மூன்றாம்
v2.form.field.label.educationAttainmentNone,Option for form field: no education,No schooling,පාසලේ පාඩම නොදැක්වීමක් නොවේ.,பள்ளிக்கு செல்லவில்லை
v2.form.field.label.healthInstitution,Select item for Health Institution,Health Institution,ආධිර සම්පූර්ණ ස්ථානය,ஆரோக்கிய நிறுவனம்
v2.form.field.label.iDTypeBRN,Option for form field: Type of ID,Birth Registration Number,උපන්දින ලියාපදිංචි අංකය,பிறப்பு பதிவு எண்
v2.form.field.label.iDTypeNationalID,Option for form field: Type of ID,National ID,ජාතික හැඳුනුම්පත,தேசிய ஐடி
v2.form.field.label.iDTypeNone,Option for form field: Type of ID,None,කිසිවක් නැත,எதுவும்
v2.form.field.label.iDTypePassport,Option for form field: Type of ID,Passport,ගුවන් පදය,கடவுச்சீட்டு
v2.form.field.label.informantRelation.brother,Label for option brother,Brother,මහත්මයා,சகோதரர்
v2.form.field.label.informantRelation.father,Label for option father,Father,පියාව,அப்பா
v2.form.field.label.informantRelation.grandfather,Label for option Grandfather,Grandfather,සුභ දවසක්!,தாத்தா
v2.form.field.label.informantRelation.grandmother,Label for option Grandmother,Grandmother,දායකින්,பாட்டி
v2.form.field.label.informantRelation.legalGuardian,Label for option Legal Guardian,Legal guardian,වෛරස ආධාරයා,சட்டப்பூர்வ காப்புத்துறை
